step,loss
0,4.186769485473633
1,3.00960111618042
2,2.3549575805664062
3,2.165696144104004
4,2.263369083404541
5,2.3901443481445312
6,2.5164687633514404
7,2.5215067863464355
8,2.525177478790283
9,2.418947696685791
10,2.3608040809631348
11,2.3001720905303955
12,2.2603166103363037
13,2.196941614151001
14,2.1631662845611572
15,2.1376490592956543
16,2.129185438156128
17,2.1603312492370605
18,2.2032108306884766
19,2.230222702026367
20,2.222637176513672
21,2.1947803497314453
22,2.160895347595215
23,2.122323751449585
24,2.097837448120117
25,2.0960562229156494
26,2.1045775413513184
27,2.1299314498901367
28,2.1376781463623047
29,2.1549553871154785
30,2.142029047012329
31,2.129814863204956
32,2.1136772632598877
33,2.1101574897766113
34,2.1005566120147705
35,2.087042808532715
36,2.0971362590789795
37,2.097583293914795
38,2.1060733795166016
39,2.1120402812957764
40,2.1096901893615723
41,2.1045262813568115
42,2.101116180419922
43,2.09488582611084
44,2.086913824081421
45,2.0914835929870605
46,2.096818208694458
47,2.0912423133850098
48,2.093426465988159
49,2.0907742977142334
50,2.1005077362060547
51,2.0928969383239746
52,2.0908801555633545
53,2.0860836505889893
54,2.0926647186279297
55,2.0849668979644775
56,2.0863354206085205
57,2.0868194103240967
58,2.09024977684021
59,2.0901780128479004
60,2.089249849319458
61,2.084172248840332
62,2.083498001098633
63,2.0867786407470703
64,2.0849485397338867
65,2.0833561420440674
66,2.0870847702026367
67,2.0817480087280273
68,2.084416389465332
69,2.0861923694610596
70,2.0806655883789062
71,2.082893133163452
72,2.0797250270843506
73,2.0827245712280273
74,2.0813422203063965
75,2.080223321914673
76,2.081057071685791
77,2.088130235671997
78,2.082066774368286
79,2.077828884124756
80,2.0808634757995605
81,2.079087257385254
82,2.0864920616149902
83,2.0806922912597656
84,2.080883264541626
85,2.079282760620117
86,2.078073024749756
87,2.079071521759033
88,2.0836057662963867
89,2.083026647567749
90,2.0752687454223633
91,2.079819917678833
92,2.0815258026123047
93,2.0840322971343994
94,2.0789690017700195
95,2.0755515098571777
96,2.08026385307312
97,2.0732264518737793
98,2.0802226066589355
99,2.0780227184295654
100,2.0800063610076904
101,2.078697443008423
102,2.0811831951141357
103,2.077941656112671
104,2.0762827396392822
105,2.0751380920410156
106,2.0785574913024902
107,2.0762784481048584
108,2.079130172729492
109,2.0773239135742188
110,2.070458173751831
111,2.0722055435180664
112,2.0727500915527344
113,2.078413963317871
114,2.0743308067321777
115,2.0724589824676514
116,2.074784994125366
117,2.071949005126953
118,2.07496976852417
119,2.0780417919158936
120,2.076367139816284
121,2.0756025314331055
122,2.072786808013916
123,2.0786170959472656
124,2.0773370265960693
125,2.0750043392181396
126,2.0765252113342285
127,2.0753636360168457
128,2.076575756072998
129,2.0755929946899414
130,2.071920871734619
131,2.0740716457366943
132,2.0732502937316895
133,2.071277141571045
134,2.0745623111724854
135,2.0724380016326904
136,2.0793187618255615
137,2.0703420639038086
138,2.0697388648986816
139,2.075211524963379
140,2.071742296218872
141,2.0733084678649902
142,2.0741007328033447
143,2.0734317302703857
144,2.0735249519348145
145,2.0739173889160156
146,2.0718514919281006
147,2.0711140632629395
148,2.0723915100097656
149,2.0732593536376953
150,2.071579694747925
151,2.0721631050109863
152,2.0694921016693115
153,2.072484254837036
154,2.07027006149292
155,2.073256015777588
156,2.069049596786499
157,2.0672569274902344
158,2.068758487701416
159,2.070378303527832
160,2.072639226913452
161,2.071730375289917
162,2.068190097808838
163,2.0689733028411865
164,2.068721055984497
165,2.0695629119873047
166,2.068213939666748
167,2.069582939147949
168,2.0703840255737305
169,2.0705885887145996
170,2.0679421424865723
171,2.065260648727417
172,2.0706448554992676
173,2.0720248222351074
174,2.0705368518829346
175,2.067209243774414
176,2.0676350593566895
177,2.073270797729492
178,2.0677969455718994
179,2.0648622512817383
180,2.0657835006713867
181,2.069054365158081
182,2.06942081451416
183,2.070246934890747
184,2.066270351409912
185,2.0684375762939453
186,2.0758261680603027
187,2.0707473754882812
188,2.0644099712371826
189,2.069164276123047
190,2.0698790550231934
191,2.0706610679626465
192,2.0675926208496094
193,2.0708131790161133
194,2.064852237701416
195,2.0736050605773926
196,2.071166753768921
197,2.0675175189971924
198,2.0649900436401367
199,2.069477081298828
200,2.0693917274475098
201,2.0661678314208984
202,2.0653882026672363
203,2.0649101734161377
204,2.0655736923217773
205,2.0666708946228027
206,2.0633962154388428
207,2.0654854774475098
208,2.0623741149902344
209,2.0686373710632324
210,2.0676753520965576
