steps,episode,reward
10000,-1,352.0
20000,-1,447.0
30000,-1,594.0
40000,-1,600.0
50000,-1,713.0
60000,-1,763.0
70000,-1,676.0
80000,-1,825.0
90000,-1,598.0
100000,-1,676.0
110000,-1,619.0
120000,-1,748.0
130000,-1,700.0
140000,-1,553.0
150000,-1,811.0
160000,-1,589.0
170000,-1,652.0
180000,-1,698.0
190000,-1,761.0
200000,-1,788.0
210000,-1,748.0
220000,-1,849.0
230000,-1,809.0
240000,-1,700.0
250000,-1,960.0
260000,-1,823.0
270000,-1,985.0
280000,-1,737.0
290000,-1,836.0
300000,-1,686.0
310000,-1,935.0
320000,-1,738.0
330000,-1,966.0
340000,-1,1024.0
350000,-1,890.0
360000,-1,893.0
370000,-1,893.0
380000,-1,955.0
390000,-1,863.0
400000,-1,923.0
410000,-1,820.0
420000,-1,824.0
430000,-1,931.0
440000,-1,847.0
450000,-1,846.0
460000,-1,745.0
470000,-1,765.0
480000,-1,725.0
490000,-1,807.0
500000,-1,964.0
510000,-1,967.0
520000,-1,802.0
530000,-1,1020.0
540000,-1,789.0
550000,-1,1013.0
560000,-1,913.0
570000,-1,964.0
580000,-1,1094.0
590000,-1,916.0
600000,-1,770.0
610000,-1,898.0
620000,-1,909.0
630000,-1,898.0
640000,-1,890.0
650000,-1,1049.0
660000,-1,1007.0
670000,-1,737.0
680000,-1,786.0
690000,-1,690.0
700000,-1,974.0
710000,-1,845.0
720000,-1,1048.0
730000,-1,800.0
740000,-1,930.0
750000,-1,900.0
760000,-1,973.0
770000,-1,817.0
780000,-1,959.0
790000,-1,1227.0
800000,-1,1036.0
810000,-1,822.0
820000,-1,819.0
830000,-1,684.0
840000,-1,814.0
850000,-1,1050.0
860000,-1,679.0
870000,-1,904.0
880000,-1,953.0
890000,-1,1183.0
900000,-1,841.0
910000,-1,1009.0
920000,-1,925.0
930000,-1,799.0
940000,-1,949.0
950000,-1,913.0
960000,-1,894.0
970000,-1,805.0
980000,-1,855.0
