step,loss
0,5.856692314147949
1,20975.05078125
2,118.24048614501953
3,33.93900680541992
4,7.859312534332275
5,6.4833149909973145
6,5.021855354309082
7,3.1331138610839844
8,2.990691661834717
9,2.9173011779785156
10,2.9094643592834473
11,2.9009618759155273
12,2.8996598720550537
13,2.89597225189209
14,2.8891448974609375
15,2.880735158920288
16,2.8573646545410156
17,2.8197150230407715
18,2.8230228424072266
19,3.405672073364258
20,2.8447961807250977
21,3.0039634704589844
22,2.7828257083892822
23,2.7864818572998047
24,3.111543655395508
25,2.75571346282959
26,2.904667615890503
27,2.8119091987609863
28,2.8750908374786377
29,2.8842551708221436
30,2.886662483215332
31,2.8984930515289307
32,2.880821943283081
33,2.875744342803955
34,2.8781065940856934
35,2.8782906532287598
36,2.8797359466552734
37,2.880746364593506
38,2.8819308280944824
39,2.887955904006958
40,2.876983642578125
41,2.8780760765075684
42,2.8742966651916504
43,2.8773865699768066
44,2.8777894973754883
45,2.881131172180176
46,2.874973773956299
47,2.880186080932617
48,2.8709144592285156
49,2.8726282119750977
50,2.9176933765411377
51,2.8798530101776123
52,2.867365837097168
53,2.868079423904419
54,2.8618669509887695
55,2.861867904663086
56,2.85994815826416
57,2.863287925720215
58,2.867893695831299
59,2.8612992763519287
60,2.861865997314453
61,2.867326259613037
62,2.8616342544555664
63,2.861417531967163
64,2.864678382873535
65,2.864609479904175
66,2.8563661575317383
67,2.8605449199676514
68,2.8565101623535156
69,2.8568367958068848
70,2.8599491119384766
71,2.8703415393829346
72,2.8657572269439697
73,2.8584649562835693
74,2.862678050994873
75,2.8540868759155273
76,2.8562607765197754
77,2.862016201019287
78,2.859553813934326
79,2.8551464080810547
80,2.85593843460083
81,2.8642148971557617
82,2.8645739555358887
83,2.853952646255493
84,2.857895851135254
85,2.863138198852539
86,2.8631393909454346
87,2.8595638275146484
88,2.8577880859375
89,2.85815167427063
90,2.8513107299804688
91,2.8610239028930664
92,2.865105628967285
93,2.860121250152588
94,2.854374647140503
95,2.862104654312134
96,2.8537447452545166
97,2.867337226867676
98,2.8585824966430664
99,2.868551731109619
100,2.859344005584717
101,2.8486292362213135
102,2.8562533855438232
103,2.859367847442627
104,2.8518593311309814
105,2.854886770248413
106,2.855515956878662
107,2.8577749729156494
108,2.8552746772766113
109,2.8586394786834717
110,2.8489367961883545
111,2.848261833190918
112,2.857506275177002
113,2.861238479614258
114,2.8542068004608154
115,2.865753173828125
116,2.848611354827881
117,2.8597028255462646
118,2.8686883449554443
119,2.8529305458068848
120,2.8489599227905273
121,2.857438802719116
122,2.8564653396606445
123,2.8485026359558105
124,2.855991840362549
125,2.8574631214141846
126,2.849362373352051
127,2.85382080078125
128,2.8537936210632324
129,2.848945379257202
130,2.848264217376709
131,2.8450582027435303
132,2.856501579284668
133,2.84088134765625
134,2.844735622406006
135,2.8407468795776367
136,2.851271629333496
137,2.8315529823303223
138,2.8465898036956787
139,2.846564769744873
140,2.8430213928222656
141,2.845938205718994
142,2.8438916206359863
143,2.8396289348602295
144,2.825598955154419
145,2.841836452484131
146,2.8398690223693848
147,2.8332552909851074
148,2.8320250511169434
149,2.8453197479248047
150,2.831331729888916
151,2.8382132053375244
152,2.821477174758911
153,2.830331563949585
154,2.827550172805786
155,2.830953359603882
156,2.8368303775787354
157,2.8369078636169434
158,2.841463088989258
159,2.8227732181549072
160,2.8288052082061768
161,2.827589511871338
162,2.8264410495758057
163,2.830994129180908
164,2.825282573699951
165,2.8318045139312744
166,2.8347740173339844
167,2.825162887573242
168,2.821542263031006
169,2.8269290924072266
170,2.826608657836914
171,2.821722984313965
172,2.828528881072998
173,2.8295156955718994
174,2.824549913406372
175,2.827598810195923
176,2.8183648586273193
177,2.8256711959838867
178,2.8307833671569824
179,2.8194832801818848
180,2.8208260536193848
181,2.8243136405944824
182,2.8275201320648193
183,2.831254243850708
184,2.8243658542633057
185,2.817516326904297
186,2.8190059661865234
187,2.822871685028076
188,2.8206145763397217
189,2.8159637451171875
190,2.8184070587158203
191,2.815619468688965
192,2.823354959487915
193,2.820859432220459
194,2.8277463912963867
195,2.806588649749756
196,2.815793037414551
197,2.816420555114746
198,2.8222029209136963
199,2.8133106231689453
200,2.8229289054870605
201,2.8158931732177734
202,2.8143842220306396
203,2.823791027069092
204,2.8133933544158936
205,2.8240435123443604
206,2.818699836730957
207,2.8162038326263428
208,2.8142664432525635
209,2.820103645324707
210,2.809715509414673
211,2.823511838912964
212,2.8152360916137695
213,2.8185207843780518
214,2.817263126373291
215,2.816135883331299
216,2.817803144454956
217,2.8112435340881348
218,2.8017961978912354
219,2.819248914718628
220,2.8171606063842773
221,2.815857410430908
222,2.8154373168945312
223,2.804270029067993
224,2.803091526031494
225,2.8144359588623047
226,2.8152830600738525
227,2.808586835861206
228,2.8150768280029297
229,2.827223539352417
230,2.812627077102661
231,2.8235251903533936
232,2.8088479042053223
233,2.8196914196014404
234,2.8118886947631836
235,2.8189194202423096
236,2.821838855743408
237,2.81557035446167
238,2.819509983062744
239,2.819230556488037
240,2.8099875450134277
241,2.8153562545776367
242,2.830551862716675
243,2.811373710632324
244,2.8099489212036133
245,2.81209135055542
246,2.8075692653656006
247,2.818328380584717
248,2.8177342414855957
249,2.8158605098724365
250,2.8170182704925537
251,2.815196990966797
252,2.816671371459961
253,2.819868803024292
254,2.81176495552063
255,2.817413330078125
256,2.8127810955047607
257,2.8096585273742676
258,2.8132011890411377
259,2.8130273818969727
260,2.807891845703125
261,2.807495355606079
262,2.8173410892486572
263,2.8227343559265137
264,2.812281608581543
265,2.8146519660949707
266,2.818134307861328
267,2.8125
268,2.8148159980773926
269,2.822596311569214
270,2.812450647354126
271,2.8163845539093018
272,2.819218873977661
273,2.818258285522461
274,2.803079128265381
275,2.8169331550598145
276,2.8099265098571777
277,2.80277681350708
278,2.8170535564422607
279,2.814484119415283
280,2.8097891807556152
281,2.820706844329834
282,2.8111701011657715
283,2.8090803623199463
284,2.820791244506836
285,2.8089468479156494
286,2.8078315258026123
