steps,episode,reward
10000,-1,175.0
20000,-1,413.0
30000,-1,354.0
40000,-1,305.0
50000,-1,335.0
60000,-1,220.0
70000,-1,299.0
80000,-1,425.0
90000,-1,390.0
100000,-1,512.0
110000,-1,395.0
120000,-1,445.0
130000,-1,617.0
140000,-1,568.0
150000,-1,461.0
160000,-1,430.0
170000,-1,395.0
180000,-1,420.0
190000,-1,400.0
200000,-1,535.0
210000,-1,550.0
220000,-1,503.0
230000,-1,448.0
240000,-1,731.0
250000,-1,439.0
260000,-1,552.0
270000,-1,395.0
280000,-1,320.0
290000,-1,497.0
300000,-1,558.0
310000,-1,436.0
320000,-1,536.0
330000,-1,530.0
340000,-1,465.0
350000,-1,563.0
360000,-1,500.0
370000,-1,435.0
380000,-1,479.0
390000,-1,415.0
400000,-1,546.0
410000,-1,510.0
420000,-1,403.0
430000,-1,445.0
440000,-1,507.0
450000,-1,517.0
460000,-1,550.0
470000,-1,491.0
480000,-1,475.0
490000,-1,400.0
500000,-1,662.0
510000,-1,427.0
520000,-1,437.0
530000,-1,495.0
540000,-1,585.0
550000,-1,435.0
560000,-1,484.0
570000,-1,445.0
580000,-1,455.0
590000,-1,539.0
600000,-1,409.0
610000,-1,627.0
620000,-1,630.0
630000,-1,470.0
640000,-1,506.0
650000,-1,389.0
660000,-1,600.0
670000,-1,459.0
680000,-1,420.0
690000,-1,571.0
700000,-1,460.0
710000,-1,545.0
720000,-1,520.0
730000,-1,480.0
740000,-1,437.0
750000,-1,500.0
760000,-1,405.0
