steps,episode,reward
10000,-1,318.0
20000,-1,436.0
30000,-1,646.0
40000,-1,550.0
50000,-1,541.0
60000,-1,473.0
70000,-1,384.0
80000,-1,516.0
90000,-1,506.0
100000,-1,406.0
110000,-1,524.0
120000,-1,759.0
130000,-1,454.0
140000,-1,590.0
150000,-1,678.0
160000,-1,583.0
170000,-1,678.0
180000,-1,689.0
190000,-1,598.0
200000,-1,710.0
210000,-1,804.0
220000,-1,666.0
230000,-1,598.0
240000,-1,631.0
250000,-1,477.0
260000,-1,645.0
270000,-1,630.0
280000,-1,874.0
290000,-1,620.0
300000,-1,830.0
310000,-1,675.0
320000,-1,690.0
330000,-1,831.0
340000,-1,642.0
350000,-1,813.0
360000,-1,712.0
370000,-1,868.0
380000,-1,648.0
390000,-1,795.0
400000,-1,856.0
410000,-1,516.0
420000,-1,761.0
430000,-1,748.0
440000,-1,552.0
450000,-1,547.0
460000,-1,835.0
470000,-1,661.0
480000,-1,753.0
490000,-1,816.0
500000,-1,652.0
510000,-1,803.0
520000,-1,717.0
530000,-1,738.0
540000,-1,883.0
550000,-1,768.0
560000,-1,787.0
570000,-1,716.0
580000,-1,756.0
590000,-1,864.0
600000,-1,569.0
610000,-1,757.0
620000,-1,784.0
630000,-1,538.0
640000,-1,801.0
650000,-1,700.0
660000,-1,706.0
670000,-1,696.0
680000,-1,681.0
690000,-1,845.0
700000,-1,889.0
710000,-1,671.0
720000,-1,808.0
730000,-1,788.0
740000,-1,858.0
750000,-1,648.0
760000,-1,750.0
770000,-1,733.0
780000,-1,708.0
790000,-1,943.0
800000,-1,803.0
810000,-1,933.0
820000,-1,780.0
830000,-1,926.0
840000,-1,701.0
850000,-1,958.0
860000,-1,675.0
870000,-1,873.0
880000,-1,826.0
890000,-1,820.0
900000,-1,826.0
910000,-1,840.0
920000,-1,842.0
930000,-1,732.0
940000,-1,1012.0
950000,-1,857.0
960000,-1,848.0
970000,-1,910.0
980000,-1,850.0
