steps,episode,reward
10000,-1,226.0
20000,-1,319.0
30000,-1,470.0
40000,-1,215.0
50000,-1,410.0
60000,-1,306.0
70000,-1,356.0
80000,-1,473.0
90000,-1,456.0
100000,-1,352.0
110000,-1,354.0
120000,-1,343.0
130000,-1,266.0
140000,-1,336.0
150000,-1,445.0
160000,-1,265.0
170000,-1,408.0
180000,-1,360.0
190000,-1,379.0
200000,-1,316.0
210000,-1,327.0
220000,-1,351.0
230000,-1,395.0
240000,-1,372.0
250000,-1,403.0
260000,-1,403.0
270000,-1,347.0
280000,-1,371.0
290000,-1,345.0
300000,-1,352.0
310000,-1,355.0
320000,-1,391.0
330000,-1,437.0
340000,-1,384.0
350000,-1,285.0
360000,-1,300.0
370000,-1,362.0
380000,-1,365.0
390000,-1,395.0
400000,-1,400.0
410000,-1,362.0
420000,-1,357.0
430000,-1,355.0
440000,-1,372.0
450000,-1,491.0
460000,-1,379.0
470000,-1,339.0
480000,-1,351.0
490000,-1,390.0
500000,-1,388.0
510000,-1,436.0
520000,-1,325.0
530000,-1,312.0
540000,-1,349.0
550000,-1,371.0
560000,-1,275.0
570000,-1,355.0
580000,-1,413.0
590000,-1,437.0
600000,-1,321.0
610000,-1,405.0
