steps,episode,reward
10000,-1,145.0
20000,-1,214.0
30000,-1,135.0
40000,-1,289.0
50000,-1,230.0
60000,-1,191.0
70000,-1,307.0
80000,-1,413.0
90000,-1,300.0
100000,-1,266.0
110000,-1,359.0
120000,-1,160.0
130000,-1,270.0
140000,-1,335.0
150000,-1,289.0
160000,-1,246.0
170000,-1,344.0
180000,-1,267.0
190000,-1,307.0
200000,-1,374.0
210000,-1,330.0
220000,-1,407.0
230000,-1,421.0
240000,-1,200.0
250000,-1,300.0
260000,-1,366.0
270000,-1,359.0
280000,-1,392.0
290000,-1,300.0
300000,-1,299.0
310000,-1,340.0
320000,-1,325.0
330000,-1,325.0
340000,-1,382.0
350000,-1,317.0
360000,-1,334.0
370000,-1,315.0
380000,-1,395.0
390000,-1,406.0
400000,-1,432.0
410000,-1,340.0
420000,-1,342.0
430000,-1,310.0
440000,-1,335.0
450000,-1,326.0
460000,-1,295.0
470000,-1,445.0
480000,-1,320.0
490000,-1,300.0
500000,-1,349.0
510000,-1,402.0
520000,-1,386.0
530000,-1,310.0
540000,-1,489.0
550000,-1,310.0
560000,-1,484.0
570000,-1,300.0
580000,-1,340.0
590000,-1,265.0
600000,-1,402.0
610000,-1,380.0
620000,-1,419.0
630000,-1,325.0
640000,-1,432.0
650000,-1,406.0
660000,-1,322.0
670000,-1,347.0
680000,-1,345.0
690000,-1,315.0
700000,-1,305.0
710000,-1,365.0
720000,-1,305.0
730000,-1,377.0
740000,-1,447.0
750000,-1,409.0
760000,-1,412.0
770000,-1,486.0
780000,-1,345.0
790000,-1,417.0
800000,-1,421.0
810000,-1,448.0
820000,-1,312.0
830000,-1,380.0
840000,-1,371.0
850000,-1,508.0
860000,-1,340.0
870000,-1,475.0
880000,-1,421.0
890000,-1,370.0
900000,-1,400.0
910000,-1,368.0
920000,-1,425.0
930000,-1,490.0
940000,-1,420.0
950000,-1,520.0
960000,-1,371.0
