steps,episode,reward
10000,-1,290.0
20000,-1,428.0
30000,-1,581.0
40000,-1,471.0
50000,-1,731.0
60000,-1,690.0
70000,-1,548.0
80000,-1,694.0
90000,-1,818.0
100000,-1,710.0
110000,-1,610.0
120000,-1,723.0
130000,-1,735.0
140000,-1,693.0
150000,-1,723.0
160000,-1,686.0
170000,-1,725.0
180000,-1,885.0
190000,-1,598.0
200000,-1,690.0
210000,-1,764.0
220000,-1,545.0
230000,-1,730.0
240000,-1,571.0
250000,-1,842.0
260000,-1,829.0
270000,-1,953.0
280000,-1,884.0
290000,-1,820.0
300000,-1,942.0
310000,-1,1019.0
320000,-1,611.0
330000,-1,737.0
340000,-1,759.0
350000,-1,835.0
360000,-1,785.0
370000,-1,867.0
380000,-1,806.0
390000,-1,827.0
400000,-1,768.0
410000,-1,620.0
420000,-1,623.0
430000,-1,785.0
440000,-1,998.0
450000,-1,792.0
460000,-1,839.0
470000,-1,663.0
480000,-1,860.0
