steps,episode,reward
10000,-1,460.0
20000,-1,220.0
30000,-1,378.0
40000,-1,305.0
50000,-1,492.0
60000,-1,388.0
70000,-1,335.0
80000,-1,390.0
90000,-1,335.0
100000,-1,335.0
110000,-1,396.0
120000,-1,397.0
130000,-1,315.0
140000,-1,441.0
150000,-1,405.0
160000,-1,329.0
170000,-1,357.0
180000,-1,348.0
190000,-1,365.0
200000,-1,360.0
210000,-1,356.0
220000,-1,315.0
230000,-1,464.0
240000,-1,329.0
250000,-1,410.0
260000,-1,270.0
270000,-1,456.0
280000,-1,381.0
290000,-1,310.0
300000,-1,380.0
310000,-1,349.0
320000,-1,260.0
330000,-1,376.0
340000,-1,453.0
350000,-1,384.0
360000,-1,471.0
370000,-1,486.0
380000,-1,474.0
390000,-1,500.0
400000,-1,536.0
410000,-1,443.0
420000,-1,450.0
430000,-1,351.0
440000,-1,444.0
450000,-1,391.0
460000,-1,416.0
470000,-1,546.0
480000,-1,350.0
490000,-1,561.0
500000,-1,486.0
510000,-1,367.0
520000,-1,469.0
530000,-1,439.0
540000,-1,377.0
550000,-1,431.0
560000,-1,361.0
570000,-1,502.0
