steps,episode,reward
10000,-1,12.0
20000,-1,306.5
30000,-1,137.0
40000,-1,291.0
50000,-1,183.0
60000,-1,191.5
70000,-1,184.5
80000,-1,208.5
90000,-1,160.0
100000,-1,274.0
110000,-1,234.5
120000,-1,284.5
130000,-1,158.0
140000,-1,353.5
150000,-1,210.5
160000,-1,359.5
170000,-1,309.5
180000,-1,257.5
190000,-1,349.0
200000,-1,230.5
210000,-1,236.5
220000,-1,464.5
230000,-1,203.5
240000,-1,455.5
250000,-1,348.0
260000,-1,395.5
270000,-1,393.5
280000,-1,323.0
290000,-1,339.0
300000,-1,420.5
310000,-1,512.5
320000,-1,509.0
330000,-1,199.5
340000,-1,411.0
350000,-1,570.0
360000,-1,480.0
370000,-1,637.5
380000,-1,421.5
390000,-1,316.0
400000,-1,344.5
410000,-1,528.5
420000,-1,403.0
430000,-1,573.5
440000,-1,314.0
450000,-1,346.0
460000,-1,418.0
470000,-1,432.5
480000,-1,235.5
490000,-1,403.5
500000,-1,599.0
510000,-1,277.5
520000,-1,536.0
530000,-1,195.5
540000,-1,225.0
