steps,episode,reward
10000,-1,133.0
20000,-1,148.0
30000,-1,132.5
40000,-1,516.5
50000,-1,153.0
60000,-1,240.5
70000,-1,318.5
80000,-1,376.5
90000,-1,326.5
100000,-1,293.0
110000,-1,296.0
120000,-1,247.5
130000,-1,438.5
140000,-1,368.5
150000,-1,302.0
160000,-1,258.0
170000,-1,508.5
180000,-1,200.0
190000,-1,254.5
200000,-1,548.5
210000,-1,533.0
220000,-1,218.0
230000,-1,334.5
240000,-1,398.5
250000,-1,194.5
260000,-1,274.5
270000,-1,345.5
280000,-1,387.5
290000,-1,204.5
300000,-1,309.5
310000,-1,506.5
320000,-1,188.5
330000,-1,389.5
340000,-1,182.0
350000,-1,340.0
360000,-1,332.5
370000,-1,409.5
380000,-1,671.5
390000,-1,375.5
400000,-1,377.0
410000,-1,450.0
420000,-1,319.5
430000,-1,287.5
440000,-1,509.5
450000,-1,384.0
460000,-1,373.0
470000,-1,242.5
480000,-1,156.0
490000,-1,492.5
500000,-1,397.5
510000,-1,433.0
520000,-1,183.5
530000,-1,347.0
540000,-1,392.0
550000,-1,316.0
560000,-1,221.5
570000,-1,523.5
580000,-1,524.5
590000,-1,410.5
600000,-1,406.5
610000,-1,184.5
620000,-1,270.0
630000,-1,681.0
640000,-1,471.0
650000,-1,365.5
660000,-1,425.0
670000,-1,227.5
680000,-1,183.0
690000,-1,193.5
700000,-1,341.0
710000,-1,491.5
720000,-1,308.0
730000,-1,391.5
740000,-1,286.0
750000,-1,264.0
760000,-1,391.5
770000,-1,301.0
780000,-1,365.0
790000,-1,309.5
800000,-1,391.0
810000,-1,463.0
820000,-1,608.0
830000,-1,330.5
840000,-1,271.5
850000,-1,295.0
860000,-1,466.5
870000,-1,693.5
880000,-1,402.5
