step,loss
0,7.212922096252441
1,4.551890850067139
2,3.2043540477752686
3,3.251716136932373
4,3.3958895206451416
5,3.2664356231689453
6,3.2264633178710938
7,3.4145774841308594
8,3.312638759613037
9,3.2001209259033203
10,2.953131675720215
11,2.7477893829345703
12,2.65390682220459
13,2.7087273597717285
14,2.757070302963257
15,2.792191743850708
16,2.7817254066467285
17,2.6580119132995605
18,2.637640953063965
19,2.6587929725646973
20,2.665220260620117
21,2.6279070377349854
22,2.555741310119629
23,2.536762237548828
24,2.580287456512451
25,2.6124696731567383
26,2.6072568893432617
27,2.5792787075042725
28,2.5489397048950195
29,2.520432233810425
30,2.5157060623168945
31,2.5346593856811523
32,2.541254758834839
33,2.5287694931030273
34,2.547663450241089
35,2.524838924407959
36,2.526580810546875
37,2.5229616165161133
38,2.5078368186950684
39,2.5003180503845215
40,2.508507490158081
41,2.522282600402832
42,2.513808250427246
43,2.511241912841797
44,2.504821300506592
45,2.4997169971466064
46,2.5011367797851562
47,2.5054969787597656
48,2.494081974029541
49,2.5022242069244385
50,2.503467559814453
51,2.508653402328491
52,2.498347520828247
53,2.508265495300293
54,2.495375156402588
55,2.4930572509765625
56,2.501497983932495
57,2.4949114322662354
58,2.4970781803131104
59,2.4931325912475586
60,2.491875648498535
61,2.4985947608947754
62,2.4967856407165527
63,2.4908201694488525
64,2.5020556449890137
65,2.496680736541748
66,2.49729323387146
67,2.491217613220215
68,2.502084493637085
69,2.4927163124084473
70,2.4975051879882812
71,2.500307321548462
72,2.4989559650421143
73,2.49406099319458
74,2.4974231719970703
75,2.496011257171631
76,2.492319345474243
77,2.493830680847168
78,2.4996843338012695
79,2.498386859893799
80,2.4896583557128906
81,2.4935507774353027
82,2.5013785362243652
83,2.4939098358154297
84,2.5034263134002686
85,2.497781276702881
86,2.4982712268829346
87,2.4952735900878906
88,2.4951539039611816
89,2.5026450157165527
90,2.495323657989502
91,2.498948097229004
92,2.5026166439056396
93,2.4929862022399902
94,2.49694561958313
95,2.4970102310180664
96,2.49604868888855
97,2.496987819671631
98,2.500143527984619
99,2.4938695430755615
100,2.5031676292419434
101,2.500019073486328
102,2.4937024116516113
103,2.5027241706848145
104,2.491325855255127
105,2.4913973808288574
106,2.4941959381103516
107,2.497981071472168
108,2.4952034950256348
109,2.496756076812744
110,2.4926648139953613
111,2.4953863620758057
112,2.498067855834961
113,2.494050979614258
114,2.4992868900299072
115,2.4993717670440674
116,2.492509365081787
117,2.491974115371704
118,2.4971368312835693
119,2.49869966506958
120,2.5028183460235596
121,2.493832588195801
122,2.4903554916381836
123,2.5081875324249268
124,2.5087742805480957
125,2.5017762184143066
126,2.4974162578582764
127,2.4918713569641113
128,2.4993388652801514
129,2.4928181171417236
130,2.4994325637817383
131,2.4960155487060547
132,2.491072654724121
133,2.492793560028076
134,2.498302936553955
135,2.4938769340515137
136,2.4962034225463867
137,2.495121717453003
138,2.498826026916504
139,2.494690418243408
140,2.500157356262207
141,2.4948272705078125
142,2.496958017349243
143,2.50626540184021
144,2.5003602504730225
145,2.5014212131500244
146,2.4885435104370117
147,2.4946882724761963
148,2.4943900108337402
149,2.4932003021240234
150,2.496690273284912
151,2.490790605545044
152,2.4958343505859375
153,2.4956822395324707
154,2.4927358627319336
155,2.49436616897583
156,2.5020103454589844
157,2.496077060699463
158,2.4935054779052734
159,2.494213104248047
160,2.49835467338562
