steps,episode,reward
10000,-1,195.0
20000,-1,150.0
30000,-1,334.0
40000,-1,309.0
50000,-1,305.0
60000,-1,351.0
70000,-1,370.0
80000,-1,305.0
90000,-1,380.0
100000,-1,383.0
110000,-1,284.0
120000,-1,376.0
130000,-1,310.0
140000,-1,285.0
150000,-1,310.0
160000,-1,370.0
170000,-1,310.0
180000,-1,305.0
190000,-1,295.0
200000,-1,438.0
210000,-1,310.0
220000,-1,422.0
230000,-1,335.0
240000,-1,315.0
250000,-1,305.0
260000,-1,330.0
270000,-1,320.0
280000,-1,330.0
290000,-1,389.0
300000,-1,469.0
310000,-1,322.0
320000,-1,409.0
330000,-1,300.0
340000,-1,377.0
350000,-1,377.0
360000,-1,433.0
370000,-1,473.0
380000,-1,451.0
390000,-1,386.0
400000,-1,510.0
410000,-1,343.0
420000,-1,420.0
430000,-1,375.0
440000,-1,422.0
450000,-1,320.0
460000,-1,405.0
470000,-1,338.0
480000,-1,285.0
490000,-1,537.0
500000,-1,305.0
510000,-1,429.0
520000,-1,358.0
530000,-1,442.0
540000,-1,502.0
550000,-1,453.0
560000,-1,404.0
570000,-1,396.0
580000,-1,462.0
590000,-1,439.0
600000,-1,411.0
610000,-1,351.0
620000,-1,369.0
630000,-1,442.0
640000,-1,351.0
650000,-1,376.0
660000,-1,510.0
670000,-1,476.0
680000,-1,370.0
690000,-1,393.0
700000,-1,410.0
710000,-1,428.0
720000,-1,405.0
730000,-1,510.0
740000,-1,350.0
750000,-1,501.0
760000,-1,445.0
770000,-1,524.0
780000,-1,395.0
790000,-1,369.0
