steps,episode,reward
10000,-1,333.0
20000,-1,452.0
30000,-1,467.0
40000,-1,556.0
50000,-1,533.0
60000,-1,705.0
70000,-1,681.0
80000,-1,678.0
90000,-1,629.0
100000,-1,609.0
110000,-1,731.0
120000,-1,623.0
130000,-1,515.0
140000,-1,682.0
150000,-1,584.0
160000,-1,748.0
170000,-1,539.0
180000,-1,564.0
190000,-1,563.0
200000,-1,877.0
210000,-1,650.0
220000,-1,715.0
230000,-1,900.0
240000,-1,594.0
250000,-1,880.0
260000,-1,546.0
270000,-1,669.0
280000,-1,854.0
290000,-1,704.0
300000,-1,737.0
310000,-1,808.0
320000,-1,981.0
330000,-1,790.0
340000,-1,895.0
350000,-1,846.0
360000,-1,801.0
370000,-1,863.0
380000,-1,902.0
390000,-1,615.0
400000,-1,786.0
410000,-1,708.0
420000,-1,812.0
430000,-1,934.0
440000,-1,899.0
450000,-1,695.0
460000,-1,840.0
470000,-1,866.0
480000,-1,582.0
490000,-1,651.0
500000,-1,881.0
510000,-1,862.0
520000,-1,625.0
530000,-1,674.0
540000,-1,821.0
550000,-1,782.0
560000,-1,779.0
570000,-1,643.0
580000,-1,660.0
590000,-1,1024.0
600000,-1,721.0
610000,-1,885.0
620000,-1,913.0
630000,-1,655.0
640000,-1,738.0
650000,-1,745.0
660000,-1,753.0
670000,-1,668.0
680000,-1,736.0
690000,-1,808.0
700000,-1,758.0
710000,-1,778.0
720000,-1,1051.0
730000,-1,844.0
740000,-1,805.0
750000,-1,563.0
760000,-1,820.0
770000,-1,650.0
780000,-1,806.0
790000,-1,1134.0
800000,-1,845.0
810000,-1,934.0
820000,-1,911.0
