step,loss
0,10.564842224121094
1,2204.91748046875
2,268.4956970214844
3,18.89832878112793
4,485.593017578125
5,191.3634796142578
6,85.20550537109375
7,10.64712142944336
8,2.485989570617676
9,2.4864675998687744
10,2.4850401878356934
11,2.484811305999756
12,2.4833922386169434
13,2.48598313331604
14,2.956660270690918
15,2.487630844116211
16,2.4842262268066406
17,2.4857165813446045
18,2.483133554458618
19,2.4849226474761963
20,2.4844794273376465
21,2.485684394836426
22,2.484210252761841
23,2.4855594635009766
24,2.485069990158081
25,2.484760046005249
26,2.4835522174835205
27,2.486936092376709
28,2.485072374343872
29,2.485724449157715
30,2.483358144760132
31,2.486783981323242
32,2.483835220336914
33,2.4850831031799316
34,2.484611988067627
35,2.483417272567749
36,2.4845728874206543
37,2.4860310554504395
38,2.4837310314178467
39,2.4822604656219482
40,2.483872413635254
41,2.4853270053863525
42,2.485783100128174
43,2.484126567840576
44,2.484553098678589
45,2.4866719245910645
46,2.484182834625244
47,2.4841370582580566
48,2.485032081604004
49,2.483242988586426
50,2.4842801094055176
51,2.485041856765747
52,2.48443341255188
53,2.4855942726135254
54,2.4848592281341553
55,2.484238624572754
56,2.4836597442626953
57,2.48488712310791
58,2.4832656383514404
59,2.484274387359619
60,2.484067916870117
61,2.4835352897644043
62,2.485006809234619
63,2.4857382774353027
64,2.4856345653533936
65,2.4829635620117188
66,2.4844846725463867
67,2.485729455947876
68,2.4855899810791016
69,2.484663724899292
70,2.485297679901123
71,2.485415458679199
72,2.485003709793091
73,2.4843130111694336
74,2.4850590229034424
75,2.485006809234619
76,2.4843108654022217
77,2.4848439693450928
78,2.484180450439453
79,2.485403299331665
80,2.484161615371704
81,2.4843225479125977
82,2.484276533126831
83,2.4848337173461914
84,2.4854345321655273
85,2.4850106239318848
86,2.484976291656494
87,2.484445095062256
88,2.485142707824707
89,2.4842238426208496
90,2.48414945602417
91,2.4841949939727783
92,2.484476089477539
93,2.483637809753418
94,2.4860448837280273
95,2.484243869781494
96,2.4854226112365723
97,2.4851441383361816
98,2.4845175743103027
99,2.483793020248413
100,2.4855828285217285
101,2.484208822250366
102,2.4845333099365234
103,2.4840972423553467
104,2.4854280948638916
105,2.485346794128418
106,2.4847683906555176
107,2.484353542327881
108,2.4845011234283447
109,2.4845480918884277
110,2.4843626022338867
111,2.4848906993865967
112,2.4843850135803223
113,2.4846692085266113
114,2.4840691089630127
115,2.4855709075927734
116,2.4840407371520996
117,2.484323024749756
118,2.483891010284424
119,2.4853382110595703
120,2.484266519546509
121,2.4847774505615234
122,2.4834063053131104
123,2.4839699268341064
124,2.4838929176330566
125,2.4868416786193848
126,2.484706163406372
127,2.484748601913452
128,2.484898805618286
129,2.484571933746338
130,2.484931230545044
131,2.484995126724243
132,2.4848990440368652
133,2.4841742515563965
134,2.4840011596679688
135,2.4847724437713623
136,2.4841020107269287
137,2.4850645065307617
138,2.484358072280884
139,2.483788013458252
140,2.4844141006469727
141,2.4846644401550293
142,2.484541416168213
143,2.483698844909668
144,2.482781410217285
145,2.485185384750366
146,2.4850478172302246
147,2.4844677448272705
148,2.4857141971588135
