steps,episode,reward
10000,-1,460.0
20000,-1,747.0
30000,-1,466.0
40000,-1,529.0
50000,-1,611.0
60000,-1,418.0
70000,-1,640.0
80000,-1,422.0
90000,-1,695.0
100000,-1,820.0
110000,-1,632.0
120000,-1,717.0
130000,-1,889.0
140000,-1,603.0
150000,-1,865.0
160000,-1,643.0
170000,-1,666.0
180000,-1,655.0
190000,-1,764.0
200000,-1,688.0
210000,-1,748.0
220000,-1,613.0
230000,-1,621.0
240000,-1,663.0
250000,-1,683.0
260000,-1,894.0
270000,-1,583.0
280000,-1,767.0
290000,-1,721.0
300000,-1,897.0
310000,-1,759.0
320000,-1,743.0
330000,-1,841.0
340000,-1,850.0
350000,-1,820.0
360000,-1,820.0
370000,-1,670.0
380000,-1,740.0
390000,-1,798.0
400000,-1,740.0
410000,-1,811.0
420000,-1,745.0
430000,-1,871.0
440000,-1,875.0
450000,-1,820.0
460000,-1,818.0
470000,-1,881.0
480000,-1,1084.0
490000,-1,759.0
500000,-1,701.0
510000,-1,795.0
520000,-1,814.0
530000,-1,685.0
540000,-1,628.0
550000,-1,966.0
560000,-1,836.0
570000,-1,687.0
580000,-1,785.0
590000,-1,832.0
600000,-1,747.0
610000,-1,852.0
620000,-1,825.0
630000,-1,783.0
640000,-1,856.0
650000,-1,769.0
660000,-1,976.0
670000,-1,770.0
680000,-1,795.0
690000,-1,822.0
700000,-1,934.0
710000,-1,765.0
720000,-1,948.0
730000,-1,829.0
740000,-1,934.0
750000,-1,718.0
760000,-1,769.0
770000,-1,865.0
780000,-1,901.0
790000,-1,926.0
800000,-1,805.0
810000,-1,908.0
820000,-1,866.0
830000,-1,842.0
840000,-1,973.0
850000,-1,847.0
860000,-1,872.0
870000,-1,804.0
880000,-1,917.0
890000,-1,851.0
900000,-1,826.0
910000,-1,781.0
920000,-1,553.0
930000,-1,902.0
940000,-1,1021.0
950000,-1,863.0
