steps,episode,reward
10000,-1,683.0
20000,-1,1054.5
30000,-1,302.5
40000,-1,527.0
50000,-1,598.0
60000,-1,413.5
70000,-1,357.5
80000,-1,378.5
90000,-1,501.0
100000,-1,198.0
110000,-1,208.0
120000,-1,278.0
130000,-1,493.0
140000,-1,251.5
150000,-1,324.0
160000,-1,158.5
170000,-1,224.0
180000,-1,473.0
190000,-1,283.0
200000,-1,471.5
210000,-1,486.5
220000,-1,189.5
230000,-1,260.0
240000,-1,376.5
250000,-1,212.5
260000,-1,287.5
270000,-1,202.5
280000,-1,360.0
290000,-1,409.0
300000,-1,476.0
310000,-1,417.5
320000,-1,177.0
330000,-1,279.0
340000,-1,342.5
350000,-1,467.5
360000,-1,279.0
370000,-1,382.5
380000,-1,535.0
390000,-1,289.0
400000,-1,220.0
410000,-1,268.5
420000,-1,375.0
430000,-1,253.0
440000,-1,278.5
450000,-1,353.0
460000,-1,314.0
470000,-1,188.5
480000,-1,241.0
490000,-1,520.5
500000,-1,259.0
510000,-1,231.5
520000,-1,312.5
530000,-1,426.5
540000,-1,230.5
550000,-1,391.5
560000,-1,279.0
570000,-1,403.5
580000,-1,411.5
590000,-1,552.5
600000,-1,232.5
610000,-1,509.0
620000,-1,319.5
630000,-1,350.5
640000,-1,493.0
650000,-1,486.5
660000,-1,513.5
670000,-1,385.0
680000,-1,446.5
690000,-1,580.5
700000,-1,315.0
710000,-1,420.0
720000,-1,227.5
730000,-1,296.5
740000,-1,305.5
750000,-1,255.5
760000,-1,517.5
770000,-1,357.5
780000,-1,218.5
790000,-1,222.5
800000,-1,409.0
810000,-1,246.0
820000,-1,427.0
830000,-1,318.0
840000,-1,290.5
850000,-1,731.0
860000,-1,304.5
870000,-1,615.5
880000,-1,531.0
890000,-1,256.5
900000,-1,316.5
910000,-1,371.5
920000,-1,617.0
930000,-1,427.5
940000,-1,330.0
