steps,episode,reward
10000,-1,321.0
20000,-1,444.0
30000,-1,457.0
40000,-1,502.0
50000,-1,607.0
60000,-1,579.0
70000,-1,479.0
80000,-1,549.0
90000,-1,629.0
100000,-1,630.0
110000,-1,450.0
120000,-1,608.0
130000,-1,556.0
140000,-1,613.0
150000,-1,631.0
160000,-1,680.0
170000,-1,845.0
180000,-1,833.0
190000,-1,642.0
200000,-1,758.0
210000,-1,698.0
220000,-1,641.0
230000,-1,877.0
240000,-1,608.0
250000,-1,721.0
260000,-1,681.0
270000,-1,760.0
280000,-1,798.0
290000,-1,683.0
300000,-1,755.0
310000,-1,684.0
320000,-1,756.0
330000,-1,898.0
340000,-1,793.0
350000,-1,875.0
360000,-1,833.0
370000,-1,606.0
380000,-1,808.0
390000,-1,668.0
400000,-1,815.0
410000,-1,798.0
420000,-1,641.0
430000,-1,867.0
440000,-1,891.0
450000,-1,934.0
460000,-1,842.0
470000,-1,1009.0
480000,-1,865.0
490000,-1,709.0
500000,-1,861.0
510000,-1,983.0
520000,-1,1083.0
530000,-1,787.0
540000,-1,730.0
550000,-1,738.0
560000,-1,610.0
570000,-1,809.0
580000,-1,666.0
